schema	table	column	type	table_referenced_in	column_mentioned	RULING
kitchen	station_groups	metadata	jsonb	backfill_device.sql	yes	
kitchen	station_groups	created_at	timestamp with time zone	backfill_device.sql	yes	
kitchen	station_groups	updated_at	timestamp with time zone	backfill_device.sql	NO	TODO(column-unmentioned)
kitchen	stations	id	uuid	backfill_device.sql	yes	
kitchen	stations	tenant_id	uuid	backfill_device.sql	yes	
kitchen	stations	location_id	uuid	backfill_device.sql	yes	
kitchen	stations	station_key	text	backfill_device.sql	yes	
kitchen	stations	name	text	backfill_device.sql	yes	
kitchen	stations	status	text	backfill_device.sql	yes	
kitchen	stations	sort_order	integer	backfill_device.sql	yes	
kitchen	stations	metadata	jsonb	backfill_device.sql	yes	
kitchen	stations	created_at	timestamp with time zone	backfill_device.sql	yes	
kitchen	stations	updated_at	timestamp with time zone	backfill_device.sql	NO	TODO(column-unmentioned)
loyalty	accounts	id	uuid	backfill_loyalty_v3.sql	yes	
loyalty	accounts	tenant_id	uuid	backfill_loyalty_v3.sql	yes	
loyalty	accounts	person_id	uuid	backfill_loyalty_v3.sql	yes	
loyalty	accounts	program_id	uuid	backfill_loyalty_v3.sql	NO	TODO(column-unmentioned)
loyalty	accounts	status	text	backfill_loyalty_v3.sql	yes	
loyalty	accounts	metadata	jsonb	backfill_loyalty_v3.sql	NO	TODO(column-unmentioned)
loyalty	accounts	created_at	timestamp with time zone	backfill_loyalty_v3.sql	yes	
loyalty	accounts	updated_at	timestamp with time zone	backfill_loyalty_v3.sql	yes	
loyalty	automation_rules	id	uuid	-	NO	TODO(table-never-referenced)
loyalty	automation_rules	tenant_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	automation_rules	program_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	automation_rules	trigger_type	text	-	NO	TODO(table-never-referenced)
loyalty	automation_rules	name	text	-	NO	TODO(table-never-referenced)
loyalty	automation_rules	config	jsonb	-	NO	TODO(table-never-referenced)
loyalty	automation_rules	is_active	boolean	-	NO	TODO(table-never-referenced)
loyalty	automation_rules	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	automation_rules	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	balances	tenant_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	balances	loyalty_card_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	balances	balance	integer	-	NO	TODO(table-never-referenced)
loyalty	balances	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	id	uuid	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	tenant_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	loyalty_card_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	year	integer	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	issued_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	expires_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	redeemed_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	status	text	-	NO	TODO(table-never-referenced)
loyalty	birthday_rewards	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	cards	id	uuid	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	tenant_id	uuid	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	account_id	uuid	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	card_number	text	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	balance_cents	integer	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	total_visits	integer	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	visits_this_cycle	integer	backfill_loyalty_v3.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	cards	pending_rewards	integer	backfill_loyalty_v3.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	cards	qr_token	text	backfill_loyalty_v3.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	cards	qr_issued_at	timestamp with time zone	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	status	text	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	metadata	jsonb	backfill_loyalty_v3.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	cards	created_at	timestamp with time zone	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	cards	updated_at	timestamp with time zone	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	gift_card_ledger	id	uuid	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	tenant_id	uuid	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	gift_card_id	uuid	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	delta	integer	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	reason	text	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	source_type	text	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	source_id	text	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	idempotency_key	text	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	metadata	jsonb	backfill_loyalty.sql	yes	
loyalty	gift_card_ledger	created_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	gift_cards	id	uuid	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	tenant_id	uuid	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	code	text	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	amount_cents	integer	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	balance_cents	integer	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	created_by_staff_member_id	uuid	backfill_loyalty.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	gift_cards	sender_name	text	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	message	text	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	recipient_name	text	backfill_loyalty.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	gift_cards	recipient_email	text	backfill_loyalty.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	gift_cards	recipient_phone	text	backfill_loyalty.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	gift_cards	redeemed_at	timestamp with time zone	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	redeemed_loyalty_card_id	uuid	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	expires_at	timestamp with time zone	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	gift_cards	created_at	timestamp with time zone	backfill_loyalty.sql,reconcile_v3.sql	yes	
loyalty	lifecycle_sends	id	uuid	backfill_loyalty.sql	yes	
loyalty	lifecycle_sends	tenant_id	uuid	backfill_loyalty.sql	yes	
loyalty	lifecycle_sends	card_id	uuid	backfill_loyalty.sql	yes	
loyalty	lifecycle_sends	journey	text	backfill_loyalty.sql	yes	
loyalty	lifecycle_sends	sent_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	lifecycle_sends	body	text	backfill_loyalty.sql	yes	
loyalty	lifecycle_sends	metadata	jsonb	backfill_loyalty.sql	yes	
loyalty	otp_verifications	id	uuid	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	tenant_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	person_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	identity_type	text	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	identity_value	text	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	code_hash	text	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	expires_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	attempts	integer	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	verified_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	otp_verifications	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
loyalty	pass_devices	id	uuid	backfill_loyalty.sql	yes	
loyalty	pass_devices	tenant_id	uuid	backfill_loyalty.sql	yes	
loyalty	pass_devices	pass_id	uuid	backfill_loyalty.sql	yes	
loyalty	pass_devices	device_token	text	backfill_loyalty.sql	yes	
loyalty	pass_devices	push_token	text	backfill_loyalty.sql	yes	
loyalty	pass_devices	created_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	passes	id	uuid	backfill_loyalty.sql	yes	
loyalty	passes	tenant_id	uuid	backfill_loyalty.sql	yes	
loyalty	passes	loyalty_card_id	uuid	backfill_loyalty.sql	yes	
loyalty	passes	provider	text	backfill_loyalty.sql	yes	
loyalty	passes	provider_object_id	text	backfill_loyalty.sql	yes	
loyalty	passes	serial_number	text	backfill_loyalty.sql	yes	
loyalty	passes	auth_token	text	backfill_loyalty.sql	yes	
loyalty	passes	status	text	backfill_loyalty.sql	yes	
loyalty	passes	metadata	jsonb	backfill_loyalty.sql	yes	
loyalty	passes	created_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	passes	updated_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	points_ledger	id	uuid	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	points_ledger	tenant_id	uuid	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	points_ledger	loyalty_card_id	uuid	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	points_ledger	delta	integer	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	points_ledger	reason	text	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	points_ledger	source_type	text	backfill_loyalty_v3.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	points_ledger	source_id	text	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	points_ledger	idempotency_key	text	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	points_ledger	metadata	jsonb	backfill_loyalty_v3.sql,reconcile_v3.sql	NO	TODO(column-unmentioned)
loyalty	points_ledger	created_at	timestamp with time zone	backfill_loyalty_v3.sql,reconcile_v3.sql	yes	
loyalty	programs	id	uuid	backfill_loyalty.sql	yes	
loyalty	programs	tenant_id	uuid	backfill_loyalty.sql	yes	
loyalty	programs	name	text	backfill_loyalty.sql	yes	
loyalty	programs	card_prefix	text	backfill_loyalty.sql	yes	
loyalty	programs	topup_enabled	boolean	backfill_loyalty.sql	yes	
loyalty	programs	self_registration	boolean	backfill_loyalty.sql	yes	
loyalty	programs	pass_style	text	backfill_loyalty.sql	yes	
loyalty	programs	birthday_reward_enabled	boolean	backfill_loyalty.sql	yes	
loyalty	programs	birthday_reward_name	text	backfill_loyalty.sql	yes	
loyalty	programs	branding	jsonb	backfill_loyalty.sql	yes	
loyalty	programs	status	text	backfill_loyalty.sql	yes	
loyalty	programs	created_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	programs	updated_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	reward_configs	id	uuid	backfill_loyalty.sql	yes	
loyalty	reward_configs	tenant_id	uuid	backfill_loyalty.sql	yes	
loyalty	reward_configs	program_id	uuid	backfill_loyalty.sql	yes	
loyalty	reward_configs	visits_required	integer	backfill_loyalty.sql	yes	
loyalty	reward_configs	reward_name	text	backfill_loyalty.sql	yes	
loyalty	reward_configs	reward_description	text	backfill_loyalty.sql	yes	
loyalty	reward_configs	reward_cost_cents	integer	backfill_loyalty.sql	yes	
loyalty	reward_configs	is_active	boolean	backfill_loyalty.sql	yes	
loyalty	reward_configs	activated_at	timestamp with time zone	backfill_loyalty.sql	NO	TODO(column-unmentioned)
loyalty	reward_configs	created_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	reward_redemptions	id	uuid	backfill_loyalty.sql	yes	
loyalty	reward_redemptions	tenant_id	uuid	backfill_loyalty.sql	yes	
loyalty	reward_redemptions	loyalty_card_id	uuid	backfill_loyalty.sql	yes	
loyalty	reward_redemptions	reward_config_id	uuid	backfill_loyalty.sql	yes	
loyalty	reward_redemptions	staff_member_id	uuid	backfill_loyalty.sql	yes	
loyalty	reward_redemptions	note	text	backfill_loyalty.sql	yes	
loyalty	reward_redemptions	redeemed_at	timestamp with time zone	backfill_loyalty.sql	yes	
loyalty	visit_events	id	uuid	backfill_loyalty_v3.sql	yes	
loyalty	visit_events	tenant_id	uuid	backfill_loyalty_v3.sql	yes	
loyalty	visit_events	loyalty_card_id	uuid	backfill_loyalty_v3.sql	yes	
loyalty	visit_events	staff_member_id	uuid	backfill_loyalty_v3.sql	NO	TODO(column-unmentioned)
loyalty	visit_events	note	text	backfill_loyalty_v3.sql	NO	TODO(column-unmentioned)
loyalty	visit_events	metadata	jsonb	backfill_loyalty_v3.sql	NO	TODO(column-unmentioned)
loyalty	visit_events	occurred_at	timestamp with time zone	backfill_loyalty_v3.sql	yes	
loyalty	wallet_transactions	id	uuid	-	NO	TODO(table-never-referenced)
loyalty	wallet_transactions	tenant_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	wallet_transactions	loyalty_card_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	wallet_transactions	staff_member_id	uuid	-	NO	TODO(table-never-referenced)
loyalty	wallet_transactions	type	text	-	NO	TODO(table-never-referenced)
loyalty	wallet_transactions	amount_cents	integer	-	NO	TODO(table-never-referenced)
loyalty	wallet_transactions	description	text	-	NO	TODO(table-never-referenced)
loyalty	wallet_transactions	metadata	jsonb	-	NO	TODO(table-never-referenced)
loyalty	wallet_transactions	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	business_hours	id	uuid	backfill_commerce.sql	yes	
ops	business_hours	tenant_id	uuid	backfill_commerce.sql	yes	
ops	business_hours	location_id	uuid	backfill_commerce.sql	yes	
ops	business_hours	day_of_week	smallint	backfill_commerce.sql	yes	
ops	business_hours	opens_at	time without time zone	backfill_commerce.sql	yes	
ops	business_hours	closes_at	time without time zone	backfill_commerce.sql	yes	
ops	business_hours	is_closed	boolean	backfill_commerce.sql	yes	
ops	business_hours	metadata	jsonb	backfill_commerce.sql	yes	
ops	business_hours	created_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	business_hours	updated_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	businesses	id	uuid	backfill_commerce.sql	yes	
ops	businesses	tenant_id	uuid	backfill_commerce.sql	yes	
ops	businesses	name	text	backfill_commerce.sql	yes	
ops	businesses	business_type	text	backfill_commerce.sql	yes	
ops	businesses	city	text	backfill_commerce.sql	yes	
ops	businesses	config	jsonb	backfill_commerce.sql	yes	
ops	businesses	open_times	jsonb	backfill_commerce.sql	yes	
ops	businesses	branding	jsonb	backfill_commerce.sql	yes	
ops	businesses	metadata	jsonb	backfill_commerce.sql	yes	
ops	businesses	created_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	businesses	updated_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	channel_accounts	id	uuid	-	NO	TODO(table-never-referenced)
ops	channel_accounts	tenant_id	uuid	-	NO	TODO(table-never-referenced)
ops	channel_accounts	location_id	uuid	-	NO	TODO(table-never-referenced)
ops	channel_accounts	channel_id	uuid	-	NO	TODO(table-never-referenced)
ops	channel_accounts	provider	text	-	NO	TODO(table-never-referenced)
ops	channel_accounts	provider_account_id	text	-	NO	TODO(table-never-referenced)
ops	channel_accounts	address	text	-	NO	TODO(table-never-referenced)
ops	channel_accounts	config	jsonb	-	NO	TODO(table-never-referenced)
ops	channel_accounts	status	text	-	NO	TODO(table-never-referenced)
ops	channel_accounts	metadata	jsonb	-	NO	TODO(table-never-referenced)
ops	channel_accounts	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	channel_accounts	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	channels	id	uuid	-	NO	TODO(table-never-referenced)
ops	channels	tenant_id	uuid	-	NO	TODO(table-never-referenced)
ops	channels	key	text	-	NO	TODO(table-never-referenced)
ops	channels	name	text	-	NO	TODO(table-never-referenced)
ops	channels	status	text	-	NO	TODO(table-never-referenced)
ops	channels	metadata	jsonb	-	NO	TODO(table-never-referenced)
ops	channels	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	order_events	id	uuid	backfill_commerce.sql	yes	
ops	order_events	tenant_id	uuid	backfill_commerce.sql	yes	
ops	order_events	order_id	uuid	backfill_commerce.sql	yes	
ops	order_events	event_kind	text	backfill_commerce.sql	yes	
ops	order_events	old_status	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	order_events	new_status	text	backfill_commerce.sql	yes	
ops	order_events	kitchen_sequence	bigint	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	order_events	source	text	backfill_commerce.sql	yes	
ops	order_events	idempotency_key	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	order_events	payload	jsonb	backfill_commerce.sql	yes	
ops	order_events	metadata	jsonb	backfill_commerce.sql	yes	
ops	order_events	occurred_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	order_events	created_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	order_items	id	uuid	backfill_commerce.sql	yes	
ops	order_items	tenant_id	uuid	backfill_commerce.sql	yes	
ops	order_items	order_id	uuid	backfill_commerce.sql	yes	
ops	order_items	product_id	uuid	backfill_commerce.sql	yes	
ops	order_items	display_order	integer	backfill_commerce.sql	yes	
ops	order_items	name	text	backfill_commerce.sql	yes	
ops	order_items	variant_name	text	backfill_commerce.sql	yes	
ops	order_items	quantity	integer	backfill_commerce.sql	yes	
ops	order_items	unit_price_cents	integer	backfill_commerce.sql	yes	
ops	order_items	notes	text	backfill_commerce.sql	yes	
ops	order_items	kitchen_status	text	backfill_commerce.sql	yes	
ops	order_items	is_cancelled	boolean	backfill_commerce.sql	yes	
ops	order_items	metadata	jsonb	backfill_commerce.sql	yes	
ops	order_items	created_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	order_items	updated_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	orders	id	uuid	backfill_commerce.sql	yes	
ops	orders	tenant_id	uuid	backfill_commerce.sql	yes	
ops	orders	location_id	uuid	backfill_commerce.sql	yes	
ops	orders	person_id	uuid	backfill_commerce.sql	yes	
ops	orders	channel_id	uuid	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	orders	source	text	backfill_commerce.sql	yes	
ops	orders	channel	text	backfill_commerce.sql	yes	
ops	orders	order_type	text	backfill_commerce.sql	yes	
ops	orders	status	text	backfill_commerce.sql	yes	
ops	orders	total_cents	integer	backfill_commerce.sql	yes	
ops	orders	notes	text	backfill_commerce.sql	yes	
ops	orders	details	jsonb	backfill_commerce.sql	yes	
ops	orders	kitchen_status	text	backfill_commerce.sql	yes	
ops	orders	pickup_person	text	backfill_commerce.sql	yes	
ops	orders	station_id	text	backfill_commerce.sql	yes	
ops	orders	station_name	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	orders	cancellation_reason	text	backfill_commerce.sql	yes	
ops	orders	cancellation_reason_code	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	orders	cancellation_reason_note	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	orders	partial_cancellation_reason	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	orders	partial_cancellation_reason_code	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	orders	partial_cancellation_reason_note	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	orders	source_transaction_id	text	backfill_commerce.sql	yes	
ops	orders	slack_message_ts	text	backfill_commerce.sql	NO	TODO(column-unmentioned)
ops	orders	metadata	jsonb	backfill_commerce.sql	yes	
ops	orders	placed_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	orders	created_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	orders	updated_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	payments	id	uuid	-	NO	TODO(table-never-referenced)
ops	payments	tenant_id	uuid	-	NO	TODO(table-never-referenced)
ops	payments	order_id	uuid	-	NO	TODO(table-never-referenced)
ops	payments	provider	text	-	NO	TODO(table-never-referenced)
ops	payments	provider_ref	text	-	NO	TODO(table-never-referenced)
ops	payments	method	text	-	NO	TODO(table-never-referenced)
ops	payments	status	text	-	NO	TODO(table-never-referenced)
ops	payments	amount_cents	integer	-	NO	TODO(table-never-referenced)
ops	payments	currency	text	-	NO	TODO(table-never-referenced)
ops	payments	captured_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	payments	metadata	jsonb	-	NO	TODO(table-never-referenced)
ops	payments	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	payments	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	product_categories	id	uuid	backfill_commerce.sql	yes	
ops	product_categories	tenant_id	uuid	backfill_commerce.sql	yes	
ops	product_categories	key	text	backfill_commerce.sql	yes	
ops	product_categories	name	text	backfill_commerce.sql	yes	
ops	product_categories	sort_order	integer	backfill_commerce.sql	yes	
ops	product_categories	metadata	jsonb	backfill_commerce.sql	yes	
ops	product_categories	created_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	product_categories	updated_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	product_modifier_groups	id	uuid	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	tenant_id	uuid	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	product_id	uuid	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	key	text	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	name	text	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	min_select	integer	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	max_select	integer	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	is_required	boolean	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	sort_order	integer	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	metadata	jsonb	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	product_modifier_groups	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	product_modifiers	id	uuid	-	NO	TODO(table-never-referenced)
ops	product_modifiers	tenant_id	uuid	-	NO	TODO(table-never-referenced)
ops	product_modifiers	modifier_group_id	uuid	-	NO	TODO(table-never-referenced)
ops	product_modifiers	key	text	-	NO	TODO(table-never-referenced)
ops	product_modifiers	name	text	-	NO	TODO(table-never-referenced)
ops	product_modifiers	price_delta_cents	integer	-	NO	TODO(table-never-referenced)
ops	product_modifiers	is_available	boolean	-	NO	TODO(table-never-referenced)
ops	product_modifiers	sort_order	integer	-	NO	TODO(table-never-referenced)
ops	product_modifiers	metadata	jsonb	-	NO	TODO(table-never-referenced)
ops	product_modifiers	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	product_modifiers	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	products	id	uuid	backfill_commerce.sql	yes	
ops	products	tenant_id	uuid	backfill_commerce.sql	yes	
ops	products	category_id	uuid	backfill_commerce.sql	yes	
ops	products	name	text	backfill_commerce.sql	yes	
ops	products	description	text	backfill_commerce.sql	yes	
ops	products	price_cents	integer	backfill_commerce.sql	yes	
ops	products	is_available	boolean	backfill_commerce.sql	yes	
ops	products	variants	jsonb	backfill_commerce.sql	yes	
ops	products	name_embedding	USER-DEFINED	backfill_commerce.sql	yes	
ops	products	embedding_model	text	backfill_commerce.sql	yes	
ops	products	synced_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	products	metadata	jsonb	backfill_commerce.sql	yes	
ops	products	created_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	products	updated_at	timestamp with time zone	backfill_commerce.sql	yes	
ops	refunds	id	uuid	-	NO	TODO(table-never-referenced)
ops	refunds	tenant_id	uuid	-	NO	TODO(table-never-referenced)
ops	refunds	payment_id	uuid	-	NO	TODO(table-never-referenced)
ops	refunds	order_id	uuid	-	NO	TODO(table-never-referenced)
ops	refunds	provider_ref	text	-	NO	TODO(table-never-referenced)
ops	refunds	reason	text	-	NO	TODO(table-never-referenced)
ops	refunds	status	text	-	NO	TODO(table-never-referenced)
ops	refunds	amount_cents	integer	-	NO	TODO(table-never-referenced)
ops	refunds	processed_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	refunds	metadata	jsonb	-	NO	TODO(table-never-referenced)
ops	refunds	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	refunds	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	service_windows	id	uuid	-	NO	TODO(table-never-referenced)
ops	service_windows	tenant_id	uuid	-	NO	TODO(table-never-referenced)
ops	service_windows	location_id	uuid	-	NO	TODO(table-never-referenced)
ops	service_windows	label	text	-	NO	TODO(table-never-referenced)
ops	service_windows	starts_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	service_windows	ends_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	service_windows	is_closed	boolean	-	NO	TODO(table-never-referenced)
ops	service_windows	opens_at	time without time zone	-	NO	TODO(table-never-referenced)
ops	service_windows	closes_at	time without time zone	-	NO	TODO(table-never-referenced)
ops	service_windows	metadata	jsonb	-	NO	TODO(table-never-referenced)
ops	service_windows	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	service_windows	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	ticket_id	uuid	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	tenant_id	uuid	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	source_transaction_id	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	source_channel	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	customer_person_id	uuid	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	status	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	station_id	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	station_name	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	pickup_person	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	customer_note	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	cancellation_reason	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	partial_cancellation_reason	text	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	total_cents	integer	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	created_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	updated_at	timestamp with time zone	-	NO	TODO(table-never-referenced)
ops	v_kds_tickets	items	jsonb	-	NO	TODO(table-never-referenced)
