id	conversation_id	role	created_at	has_embedding	embedding_model	content_excerpt
5a1c1c4b-a02b-4511-81fd-2d78e4bcbd98	79a8fa5d-3691-421b-b0e6-0073cbd46445	user	2026-04-28 02:42:45.696183+00	t	voyage-4-lite	tienes Espresso?
cf0e0050-0bba-4961-ae8e-e63324514ef9	d010dd7a-cc61-476d-9c4b-d0c53e8a7efb	assistant	2026-04-28 02:42:45.512775+00	t	voyage-4-lite	No tenemos exactamente ese, pero sí tenemos varias opciones de matcha que te van a encantar: • **Matchata** – clásico y suave ($92–102) • **Matcha Foam** – con espuma cremosa ($120–142) • **Matcha Mascabado** – con ese toque dulce y caramelizado ($92–124) • **Matcha Pumpkin Spice Latte** – si buscas algo más especial ($107–139) ¿Cuál te llama más la atención? 😊
d7025574-3b7f-47d4-a3d9-933afd87e47a	d010dd7a-cc61-476d-9c4b-d0c53e8a7efb	user	2026-04-28 02:42:42.32111+00	t	voyage-4-lite	venden Matcha Salted Caramel?
1dfb6718-63df-4d8b-9805-0bd4303f6479	60c4b287-05ca-4c7c-88e7-b812fb35634e	assistant	2026-04-28 02:42:42.094749+00	t	voyage-4-lite	¡Claro! Sí tenemos **Caramelo vainilla** 🎉 Es un café que va desde $87 hasta $113, dependiendo del tamaño que elijas. ¿Te gustaría ordenar uno?
f4d39517-482d-4792-9e54-5b1cfae53dd3	60c4b287-05ca-4c7c-88e7-b812fb35634e	user	2026-04-28 02:42:39.636569+00	t	voyage-4-lite	me puedes decir si hay Caramelo vainilla?
48cb9ad7-8e86-49ec-b9bd-54d16f26cf61	486734f6-4579-47f8-856c-b93be13ad4eb	assistant	2026-04-28 02:42:38.669156+00	t	voyage-4-lite	¡Sí, claro! Tenemos **Caramelo Kafe** 🔥 Es un café que manejamos en diferentes tamaños, con precios desde $75 hasta $101. ¿Qué tamaño te late o tienes alguna otra pregunta?
12826216-903d-4b4f-8123-1ff0d3475838	486734f6-4579-47f8-856c-b93be13ad4eb	user	2026-04-28 02:42:35.937791+00	t	voyage-4-lite	manejan Caramelo Kafe?
4a12abf1-1ccc-4a82-b4ec-b5c98bc7aa3f	a09a19ed-9e41-4147-9f2a-404db7f245c7	assistant	2026-04-28 02:42:35.726887+00	t	voyage-4-lite	¡Claro! Tenemos dos opciones con Salted Caramel: 1. **Salted Caramel** (Café) - $91 a $117 2. **Matcha Salted Caramel** (Matcha) - $107 a $139 ¿Cuál te llama más la atención? 😊
c39ad90d-d381-435c-8c8a-1f68ee2bb736	a09a19ed-9e41-4147-9f2a-404db7f245c7	user	2026-04-28 02:42:31.707399+00	t	voyage-4-lite	hay Salted Caramel?
b39bf126-ba97-4947-bb29-c3f61f53db81	32e82800-570e-4d3f-8b9c-81a6165ed8b9	assistant	2026-04-28 02:42:31.466474+00	t	voyage-4-lite	¡Claro! Sí tenemos Horchata Kafe 😊 Está disponible entre $89 y $99. ¿Qué tamaño prefieres o tienes alguna preferencia especial?
de212508-a0e8-4436-a131-4207b2ecafd3	32e82800-570e-4d3f-8b9c-81a6165ed8b9	user	2026-04-28 02:42:28.808064+00	t	voyage-4-lite	tienes Horchata Kafe?
5743c909-b22a-4837-ab0b-8f76c836a7ef	1cbe06b7-467a-4458-ac40-3a78cceaf613	assistant	2026-04-28 02:34:48.25492+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
d658071d-eae6-41ff-83de-b8d09bbe279c	1cbe06b7-467a-4458-ac40-3a78cceaf613	user	2026-04-28 02:34:47.131457+00	t	voyage-4-lite	ya no, mejor empezamos de nuevo
2c82e488-bc61-4c6c-a9ab-56c0c03dd939	1cbe06b7-467a-4458-ac40-3a78cceaf613	assistant	2026-04-28 02:34:46.947984+00	t	voyage-4-lite	¿Qué tamano prefieres: Chico o Grande?
54441a8d-494a-49ae-b8e1-601a2eb05756	1cbe06b7-467a-4458-ac40-3a78cceaf613	user	2026-04-28 02:34:45.162316+00	t	voyage-4-lite	dame un Caramelo Kafe
ebf409eb-61d0-42e7-aa55-d376392186ae	5f53fbe5-1144-42e2-917e-ee925b64beff	assistant	2026-04-28 02:34:44.927487+00	t	voyage-4-lite	¿Qué tamano prefieres: Chico o Grande?
0ca38fbb-7c22-4fbd-8354-0c189a7d5b36	5f53fbe5-1144-42e2-917e-ee925b64beff	user	2026-04-28 02:34:43.495046+00	t	voyage-4-lite	olvida eso mejor quiero otra cosa
8b11d45a-9434-41be-adfd-0d6f733b055a	5f53fbe5-1144-42e2-917e-ee925b64beff	assistant	2026-04-28 02:34:43.338926+00	t	voyage-4-lite	¡Claro! Encontré dos opciones con Salted Caramel: 1. **Salted Caramel** (Café) - $91 a $117 2. **Matcha Salted Caramel** (Matcha) - $107 a $139 ¿Cuál prefieres? 😊
81ab8329-305f-4a00-bfa6-926d20fc10d1	5f53fbe5-1144-42e2-917e-ee925b64beff	user	2026-04-28 02:34:40.558193+00	t	voyage-4-lite	me das un Salted Caramel
4383be7b-a681-4519-b31a-45944de8f0ef	58e2ddd8-54e7-41cf-bf9b-7465af8e3391	assistant	2026-04-28 02:34:40.283495+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
b7c2cd80-09a6-44c3-adf3-9e70099f86b9	58e2ddd8-54e7-41cf-bf9b-7465af8e3391	user	2026-04-28 02:34:39.050679+00	t	voyage-4-lite	ok ya no quiero nada de lo anterior te pedire algo nuevo
b23c9543-99b5-4417-becf-a9b21a766c56	58e2ddd8-54e7-41cf-bf9b-7465af8e3391	assistant	2026-04-28 02:34:38.844334+00	t	voyage-4-lite	¿Qué tamano prefieres: Chico o Grande?
b790f2f6-11b8-4645-a348-9ee0af1fefc5	58e2ddd8-54e7-41cf-bf9b-7465af8e3391	user	2026-04-28 02:34:37.098065+00	t	voyage-4-lite	ponme un Horchata Kafe
e3fb0cb0-85de-47fe-abd7-4a4544e2bc45	717ae8ec-1ab7-4554-9b50-f8c03d40e140	assistant	2026-04-28 02:34:36.287446+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
eff5c576-d35c-4dc6-a15e-95864feb9273	717ae8ec-1ab7-4554-9b50-f8c03d40e140	user	2026-04-28 02:34:35.05293+00	t	voyage-4-lite	ya no, mejor empezamos de nuevo
4af6671a-a93b-4892-baf8-acf916c32abc	717ae8ec-1ab7-4554-9b50-f8c03d40e140	assistant	2026-04-28 02:34:34.845306+00	t	voyage-4-lite	¿Qué tamano prefieres: Chico o Grande?
e619b418-64c7-42b1-8643-6afd927f3928	717ae8ec-1ab7-4554-9b50-f8c03d40e140	user	2026-04-28 02:34:33.042174+00	t	voyage-4-lite	agregame un SHAKEN ESPRESSO
8895739f-76dd-4531-af62-c21cf6c2cbb4	6be749c8-57be-43d2-8a46-334479f5184f	assistant	2026-04-28 02:34:32.818999+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 2x Espresso — $84 💰 *Total: $84* ¿Confirmas? ✅
0104ca8d-27c9-4ae7-bb2f-3979676a88df	6be749c8-57be-43d2-8a46-334479f5184f	user	2026-04-28 02:34:31.155501+00	t	voyage-4-lite	olvida eso mejor quiero otra cosa
2e06adce-2197-41c0-9970-511d790a5531	6be749c8-57be-43d2-8a46-334479f5184f	assistant	2026-04-28 02:34:30.973153+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 1x Espresso — $42 💰 *Total: $42* ¿Confirmas? ✅
14e15d07-6876-4437-a6e1-6e9777478a1a	6be749c8-57be-43d2-8a46-334479f5184f	user	2026-04-28 02:34:29.394382+00	t	voyage-4-lite	quiero un Espresso
03ae1409-ba81-4b8f-95a9-c9c907bdd5b9	ece9bba4-2bad-4d6c-9e1f-db386d5a9b15	assistant	2026-04-28 02:34:29.177337+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 2x Agua — $26 💰 *Total: $26* ¿Confirmas? ✅
6260a5ed-312a-4e71-a0e2-1429b92a0351	ece9bba4-2bad-4d6c-9e1f-db386d5a9b15	user	2026-04-28 02:34:27.811526+00	t	voyage-4-lite	ok ya no quiero nada de lo anterior te pedire algo nuevo
8bb11568-c27c-43d3-95e7-b334c5891056	ece9bba4-2bad-4d6c-9e1f-db386d5a9b15	assistant	2026-04-28 02:34:27.610791+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 1x Agua — $13 💰 *Total: $13* ¿Confirmas? ✅
63f87d22-aaa3-4a1c-8852-174030d00524	ece9bba4-2bad-4d6c-9e1f-db386d5a9b15	user	2026-04-28 02:34:25.960613+00	t	voyage-4-lite	dame un Agua
e989358d-e589-4a95-8ae8-22dae582c974	02f61250-2d1a-433e-8029-8609553bdc3c	assistant	2026-04-28 02:34:24.900311+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
40ac19a5-bae2-441a-b729-ff1adbb53b06	02f61250-2d1a-433e-8029-8609553bdc3c	user	2026-04-28 02:34:23.282588+00	t	voyage-4-lite	agregame un Capuccino chico
42b370c8-c0d5-4653-aeab-3db607ff6c48	02f61250-2d1a-433e-8029-8609553bdc3c	assistant	2026-04-28 02:34:23.084432+00	t	voyage-4-lite	¿Me dices el motivo de la cancelación?
11ca1e12-ea3f-4b0e-98d8-25faec91d981	02f61250-2d1a-433e-8029-8609553bdc3c	user	2026-04-28 02:34:21.591645+00	t	voyage-4-lite	ya no, mejor empezamos de nuevo
99d4f729-9684-4082-8def-157c03c6b0f6	02f61250-2d1a-433e-8029-8609553bdc3c	assistant	2026-04-28 02:34:21.318637+00	t	voyage-4-lite	Perfecto, ya está anotado tamaño CH. 📋 *Resumen actualizado:* • 1x GALLETAS AVENA (CH) — $30 💰 *Total: $30* ¿Le doy para adelante? ✅
fac0d46b-5ac1-4e9e-9d8c-9866f363c837	02f61250-2d1a-433e-8029-8609553bdc3c	user	2026-04-28 02:34:18.323784+00	t	voyage-4-lite	ch
6cba0660-9ea9-4e52-9166-8c5cc1a23563	02f61250-2d1a-433e-8029-8609553bdc3c	assistant	2026-04-28 02:34:18.151151+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 1x GALLETAS AVENA — $30 💰 *Total: $30* ¿Confirmas? ✅
61e001a3-7a12-4154-b900-4582f7ab5919	02f61250-2d1a-433e-8029-8609553bdc3c	user	2026-04-28 02:34:16.537234+00	t	voyage-4-lite	me das un GALLETAS AVENA
f0cd2e37-c0a2-4524-974f-0b7639f7c742	c40b3a1f-423e-4b85-9276-b51890b0cb65	assistant	2026-04-28 02:34:16.306237+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 3x KALU GALLETAS — $600 • 1x Matchata (Gde) — $102 💰 *Total: $702* ¿Confirmas? ✅
3a4ff66c-eb81-4f9d-b29b-893839808016	c40b3a1f-423e-4b85-9276-b51890b0cb65	user	2026-04-28 02:34:14.224618+00	t	voyage-4-lite	quiero un Matchata grande
5090f93f-4102-4cb9-8b66-dd856d8a9a58	c40b3a1f-423e-4b85-9276-b51890b0cb65	assistant	2026-04-28 02:34:14.057299+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 3x KALU GALLETAS — $600 💰 *Total: $600* ¿Confirmas? ✅
547dcf46-bc48-4eca-8412-45388b72de95	c40b3a1f-423e-4b85-9276-b51890b0cb65	user	2026-04-28 02:34:12.487967+00	t	voyage-4-lite	olvida eso mejor quiero otra cosa
40acb13a-a2c4-4b75-a943-0c43cb9a450d	c40b3a1f-423e-4b85-9276-b51890b0cb65	assistant	2026-04-28 02:34:12.324509+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 2x KALU GALLETAS — $400 💰 *Total: $400* ¿Confirmas? ✅
47eac648-98ff-46f2-be23-bcf1b43c6df7	c40b3a1f-423e-4b85-9276-b51890b0cb65	user	2026-04-28 02:34:10.247868+00	t	voyage-4-lite	grande
c34b38fd-93d5-4dce-9c48-54235e60f563	c40b3a1f-423e-4b85-9276-b51890b0cb65	assistant	2026-04-28 02:34:10.074413+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 1x KALU GALLETAS — $200 💰 *Total: $200* ¿Confirmas? ✅
2101dfd0-97b7-4c05-b6b0-9dde9b7cd6db	c40b3a1f-423e-4b85-9276-b51890b0cb65	user	2026-04-28 02:34:08.050239+00	t	voyage-4-lite	ponme un KALU GALLETAS
260d9e08-c029-458f-b0e8-8321906df1d1	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	assistant	2026-04-28 02:34:07.792512+00	t	voyage-4-lite	Necesito un poco más de detalle para encontrar la variante correcta.
8025ad7a-63fe-4369-8f00-6a44b77e4123	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	user	2026-04-28 02:34:05.607105+00	t	voyage-4-lite	dame un La Mesa de Leonor con leche de coco
437580c9-1997-4d03-bf40-b3b6956a7c8a	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	assistant	2026-04-28 02:34:05.376629+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 3x Hielo Oso Kenny — $30 💰 *Total: $30* ¿Confirmas? ✅
bfd9226a-94ca-4698-85c9-03be2b25ae62	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	user	2026-04-28 02:34:03.744888+00	t	voyage-4-lite	ok ya no quiero nada de lo anterior te pedire algo nuevo
9ab3480f-ec6f-4e35-9ac1-a576e9b23220	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	assistant	2026-04-28 02:34:03.584764+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 2x Hielo Oso Kenny — $20 💰 *Total: $20* ¿Confirmas? ✅
d791f148-535e-4653-a2e8-c1596dc51db6	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	user	2026-04-28 02:34:00.982148+00	t	voyage-4-lite	chico
a9b423ea-023d-4c69-b5dc-099f3a4cc28c	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	assistant	2026-04-28 02:34:00.797463+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 1x Hielo Oso Kenny — $10 💰 *Total: $10* ¿Confirmas? ✅
7c37299c-f5d4-4a9f-afdb-167c9881da9d	47e4b6d4-1f93-4acc-a6a5-1c8f39cde142	user	2026-04-28 02:33:59.229874+00	t	voyage-4-lite	agregame un Hielo Oso Kenny
0844606b-ccca-4033-9f23-e6d854f603f4	bc2e169d-a62d-48c7-92af-d45e019fc2dc	assistant	2026-04-28 02:33:58.038636+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
b0920922-b05f-4ace-ab80-054842350130	bc2e169d-a62d-48c7-92af-d45e019fc2dc	user	2026-04-28 02:33:56.135697+00	t	voyage-4-lite	me das un POSTRES NUBIA en las rocas
c16b41e9-ea43-4256-ba71-63dd1ac1a96d	bc2e169d-a62d-48c7-92af-d45e019fc2dc	assistant	2026-04-28 02:33:55.971617+00	t	voyage-4-lite	¿Me dices el motivo de la cancelación?
7df9f496-dd8d-4b50-b05d-2755ad65d8f4	bc2e169d-a62d-48c7-92af-d45e019fc2dc	user	2026-04-28 02:33:54.58611+00	t	voyage-4-lite	ya no, mejor empezamos de nuevo
c017603c-ddca-4ac4-b01f-27c9928300ad	bc2e169d-a62d-48c7-92af-d45e019fc2dc	assistant	2026-04-28 02:33:54.407532+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 2x Alicia santiesteban — $100 💰 *Total: $100* ¿Confirmas? ✅
374dd89b-fc05-4266-8277-8538ffefa801	bc2e169d-a62d-48c7-92af-d45e019fc2dc	user	2026-04-28 02:33:52.833163+00	t	voyage-4-lite	gde
7c7845f5-b51b-461b-9453-7e96b904795c	bc2e169d-a62d-48c7-92af-d45e019fc2dc	assistant	2026-04-28 02:33:52.639129+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 1x Alicia santiesteban — $50 💰 *Total: $50* ¿Confirmas? ✅
0b5366d8-97f1-4509-ba4d-51e6159a0550	bc2e169d-a62d-48c7-92af-d45e019fc2dc	user	2026-04-28 02:33:50.598975+00	t	voyage-4-lite	quiero un Alicia santiesteban
53f44bf2-9c68-464a-a673-d76bfd74d396	48fbc85b-393f-401c-bc23-252ac7e14c56	assistant	2026-04-28 02:33:50.39918+00	t	voyage-4-lite	Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?
ddb3c3cd-ca5e-400f-847d-dc4087bf63fc	48fbc85b-393f-401c-bc23-252ac7e14c56	user	2026-04-28 02:33:48.496466+00	t	voyage-4-lite	ponme un BOTELLA JARABE TORANI caliente
67d6de59-3699-47e2-83a1-6ce287c5566d	48fbc85b-393f-401c-bc23-252ac7e14c56	assistant	2026-04-28 02:33:48.350921+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
e712ea45-6469-47ce-bf62-f509b97a4b57	48fbc85b-393f-401c-bc23-252ac7e14c56	user	2026-04-28 02:33:46.85899+00	t	voyage-4-lite	olvida eso mejor quiero otra cosa
9c868cc4-6c72-4161-8fbe-6c75ce792320	48fbc85b-393f-401c-bc23-252ac7e14c56	assistant	2026-04-28 02:33:46.719595+00	t	voyage-4-lite	¿Me pasas ese dato para continuar?
1916ba55-bcb9-4686-9a1b-dba236f1a991	48fbc85b-393f-401c-bc23-252ac7e14c56	user	2026-04-28 02:33:45.271247+00	t	voyage-4-lite	ch
4d6d3410-5b38-44f3-968a-1db0c24c1214	48fbc85b-393f-401c-bc23-252ac7e14c56	assistant	2026-04-28 02:33:45.072098+00	t	voyage-4-lite	¿Qué tamano prefieres: Chico o Grande?
cfd8dfa9-b4c4-4aad-aea1-e4f59eb65000	48fbc85b-393f-401c-bc23-252ac7e14c56	user	2026-04-28 02:33:43.604504+00	t	voyage-4-lite	dame un Matcha Rosa
2d48c979-f073-49b4-9c51-3170c436da91	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	assistant	2026-04-28 02:33:43.337797+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
eb1d22b1-4706-4883-86d2-15d00124f3a5	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	user	2026-04-28 02:33:41.355173+00	t	voyage-4-lite	agregame un Agua chico
70a272bf-ef2b-426e-8d93-5635c5181993	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	assistant	2026-04-28 02:33:41.195021+00	t	voyage-4-lite	Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?
0abba81a-7e54-47f7-88ab-750539f2bbf6	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	user	2026-04-28 02:33:39.310277+00	t	voyage-4-lite	ok ya no quiero nada de lo anterior te pedire algo nuevo
add8b8d0-b451-40d9-be47-2e7136c2f87f	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	assistant	2026-04-28 02:33:39.0928+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
8cc927fe-0ad1-48e9-bd3f-704b529292d9	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	user	2026-04-28 02:33:37.417345+00	t	voyage-4-lite	grande
a82435a8-251d-47ea-bbd3-65a1bdf51b8f	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	assistant	2026-04-28 02:33:37.237281+00	t	voyage-4-lite	¿Qué tamano prefieres: Chico o Grande?
0a8bbbe1-41aa-46b8-a859-8fecf85e7266	2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae	user	2026-04-28 02:33:35.360718+00	t	voyage-4-lite	me das un Matcha Agua
fd6dc7e2-c60f-49fa-91d2-b524087bf7ff	389d768a-e817-4e06-90ce-edc6b2c6db07	assistant	2026-04-28 02:33:34.591961+00	t	voyage-4-lite	Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?
b290cff3-8e7b-4fca-9c87-d0bc6b446280	389d768a-e817-4e06-90ce-edc6b2c6db07	user	2026-04-28 02:33:32.520676+00	t	voyage-4-lite	quiero un SHAKEN ESPRESSO grande
57456b5d-3e00-4ffd-99a1-3c24b0eb2c20	389d768a-e817-4e06-90ce-edc6b2c6db07	assistant	2026-04-28 02:33:32.370019+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
60671018-6dde-4c98-b12f-48009c0443a6	389d768a-e817-4e06-90ce-edc6b2c6db07	user	2026-04-28 02:33:31.096704+00	t	voyage-4-lite	ya no, mejor empezamos de nuevo
ba940a65-838e-4ae7-a049-c583e5aac303	389d768a-e817-4e06-90ce-edc6b2c6db07	assistant	2026-04-28 02:33:30.897171+00	t	voyage-4-lite	¿Me pasas ese dato para continuar?
d5dbabb0-44ac-4d68-bf34-b01baf6d2ab7	389d768a-e817-4e06-90ce-edc6b2c6db07	user	2026-04-28 02:33:28.946744+00	t	voyage-4-lite	chico
1b6b8eca-e382-478a-8ddd-2c0dd1702346	389d768a-e817-4e06-90ce-edc6b2c6db07	assistant	2026-04-28 02:33:28.770847+00	t	voyage-4-lite	¿Qué leche prefieres: Deslactosada, Almendra, Coco, Avena o Soya?
e6fadc67-0db1-48d6-9976-6bbbc28b731c	389d768a-e817-4e06-90ce-edc6b2c6db07	user	2026-04-28 02:33:27.023595+00	t	voyage-4-lite	ponme un Leche vegetal
0917f266-7c60-42db-a60d-de590e68389e	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	assistant	2026-04-28 02:33:26.784036+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 3x Onza de leche — $24 • 1x Espresso — $42 💰 *Total: $66* ¿Confirmas? ✅
a360ddb8-ebc3-405d-870a-2d3952765113	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	user	2026-04-28 02:33:24.161804+00	t	voyage-4-lite	dame un Espresso con leche de coco
08db7093-6985-4057-bd91-e8a098aac6ec	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	assistant	2026-04-28 02:33:24.00181+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 3x Onza de leche — $24 💰 *Total: $24* ¿Confirmas? ✅
ffc66e28-2064-4e30-bc98-c83937e672d2	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	user	2026-04-28 02:33:22.164592+00	t	voyage-4-lite	olvida eso mejor quiero otra cosa
5c1beffa-35d2-4d63-9888-90b0bd515988	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	assistant	2026-04-28 02:33:21.983423+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 2x Onza de leche — $16 💰 *Total: $16* ¿Confirmas? ✅
68336532-9408-4f58-9f28-c9b2fa8fa29c	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	user	2026-04-28 02:33:20.322971+00	t	voyage-4-lite	gde
732c4b0c-4349-4b74-8946-a3fbce44ed7c	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	assistant	2026-04-28 02:33:20.11643+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 1x Onza de leche — $8 💰 *Total: $8* ¿Confirmas? ✅
f1d6d393-8bed-496a-9e3e-499a18b916a3	0d1cf078-e021-43e2-a3ec-c817fbbc45fb	user	2026-04-28 02:33:18.386024+00	t	voyage-4-lite	agregame un Onza de leche
13988306-85b5-4bcb-84eb-62504fb91965	c9889f25-36bf-4b45-adb7-66e2d70f7827	assistant	2026-04-28 02:33:18.177213+00	t	voyage-4-lite	¿Qué leche prefieres: Deslactosada, Almendra, Coco, Avena o Soya?
204cc5b0-5b29-4203-9161-0e35063aedd0	c9889f25-36bf-4b45-adb7-66e2d70f7827	user	2026-04-28 02:33:15.924049+00	t	voyage-4-lite	me das un Caramelo Kafe en las rocas
0b9cc75e-be6a-41d0-b883-e557016fd609	c9889f25-36bf-4b45-adb7-66e2d70f7827	assistant	2026-04-28 02:33:15.773966+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 3x The coco club — $0 💰 *Total: $0* ¿Confirmas? ✅
d6bb5e30-d390-4b4e-b2aa-59c3c6801f0b	c9889f25-36bf-4b45-adb7-66e2d70f7827	user	2026-04-28 02:33:14.205884+00	t	voyage-4-lite	ok ya no quiero nada de lo anterior te pedire algo nuevo
a0c5cf2f-5b38-4346-8977-de35a7420588	c9889f25-36bf-4b45-adb7-66e2d70f7827	assistant	2026-04-28 02:33:14.044241+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 2x The coco club — $0 💰 *Total: $0* ¿Confirmas? ✅
0ef5978d-1a76-475d-8a5c-ab06a5178916	c9889f25-36bf-4b45-adb7-66e2d70f7827	user	2026-04-28 02:33:12.237422+00	t	voyage-4-lite	ch
a1f5cf33-039d-40f0-a82e-a45984874553	c9889f25-36bf-4b45-adb7-66e2d70f7827	assistant	2026-04-28 02:33:12.066718+00	t	voyage-4-lite	📋 *Resumen de tu pedido:* • 1x The coco club — $0 💰 *Total: $0* ¿Confirmas? ✅
d95c1ec1-c8e4-4a4a-85d6-79f0f5091b20	c9889f25-36bf-4b45-adb7-66e2d70f7827	user	2026-04-28 02:33:10.514884+00	t	voyage-4-lite	quiero un The coco club
e042b03b-542a-4309-98d6-f8928cb24e86	c957f93b-9fde-45ae-8409-fe40c65bd5ed	assistant	2026-04-28 02:33:09.559451+00	t	voyage-4-lite	Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?
b9c9a523-3602-4a89-95ff-52614eff8138	c957f93b-9fde-45ae-8409-fe40c65bd5ed	user	2026-04-28 02:33:07.524965+00	t	voyage-4-lite	ponme un GALLETAS KENNY caliente
165cf7bd-6599-4155-94cd-c62485cd788b	c957f93b-9fde-45ae-8409-fe40c65bd5ed	assistant	2026-04-28 02:33:07.326974+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
eba8e4ed-555e-4256-827d-eb432a71bafe	c957f93b-9fde-45ae-8409-fe40c65bd5ed	user	2026-04-28 02:33:05.88376+00	t	voyage-4-lite	ya no, mejor empezamos de nuevo
db0d7aa1-8bef-4041-9d97-e76081722789	c957f93b-9fde-45ae-8409-fe40c65bd5ed	assistant	2026-04-28 02:33:05.636179+00	t	voyage-4-lite	¿Me pasas ese dato para continuar?
822efcb9-0ebf-40dd-9822-c919fb889002	c957f93b-9fde-45ae-8409-fe40c65bd5ed	user	2026-04-28 02:33:04.05046+00	t	voyage-4-lite	grande
31069ee2-e25b-46fd-b6c2-43d1f6f7255a	c957f93b-9fde-45ae-8409-fe40c65bd5ed	assistant	2026-04-28 02:33:03.871816+00	t	voyage-4-lite	¿Qué tamano prefieres: Chico o Grande?
08eef391-25f5-4f44-aeec-6cac2ff3fa38	c957f93b-9fde-45ae-8409-fe40c65bd5ed	user	2026-04-28 02:33:02.136495+00	t	voyage-4-lite	dame un Matcha Blanco
a4528893-7b34-4622-98e9-b0b0199ccd4d	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	assistant	2026-04-28 02:33:01.863093+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
6625c1e1-23bb-4da8-8e59-cf41fa4f8d71	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	user	2026-04-28 02:32:59.240605+00	t	voyage-4-lite	agregame un Galleta Alicia chico
aa5e3412-38f9-4f94-9754-8c8c7cc673db	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	assistant	2026-04-28 02:32:59.037163+00	t	voyage-4-lite	Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?
f8da3e06-40ea-405f-bbb2-3d274710a578	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	user	2026-04-28 02:32:57.146271+00	t	voyage-4-lite	olvida eso mejor quiero otra cosa
e51b5286-ada9-45be-a837-18d84cfc161e	3b7e2db3-35f7-44c1-8b05-91635dfd42e8	assistant	2026-04-28 02:32:56.859105+00	t	voyage-4-lite	Va, dejamos eso. ¿Qué te gustaría pedir ahora?
