created_at	conversation_id	response_type	prompt_version	processor_version	stop_reason	tools	preceding_user_message
2026-05-06 03:05:51.821292+00	8294c4cb-1723-45cf-b885-4faf81016c55	product_search	v5.1.0.turn_v2	v2	""	""	hola
2026-05-06 03:02:44.342637+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0.turn_v2	v2	""	""	q variantes tienes
2026-05-06 03:02:14.456191+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	elimina el late de la orden solo quiero la galleta
2026-05-06 03:01:42.25402+00	762559f0-5112-4040-9166-3fdd38d177ea	menu	v5.1.0.turn_v2	v2	""	search_menu	el name del product es LA MESA DE LEONOR
2026-05-06 02:57:06.224458+00	762559f0-5112-4040-9166-3fdd38d177ea	menu	v5.1.0.turn_v2	v2	""	search_menu	es una categoría, pero la galleta es de chocochip
2026-05-06 02:52:39.634354+00	762559f0-5112-4040-9166-3fdd38d177ea	menu	v5.1.0.turn_v2	v2	""	search_menu	una galleta de la mesa de leonor
2026-05-06 02:52:14.258335+00	762559f0-5112-4040-9166-3fdd38d177ea	menu	v5.1.0.turn_v2	v2	""	search_menu	pero de otro producto
2026-05-06 02:51:51.310178+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero hacer otra orden
2026-05-06 02:50:52.774469+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0.turn_v2	v2	""	""	que rollo
2026-05-06 02:31:01.416375+00	8294c4cb-1723-45cf-b885-4faf81016c55	product_search	v5.1.0.turn_v2	v2	""	""	chico
2026-05-06 02:30:12.645775+00	8294c4cb-1723-45cf-b885-4faf81016c55	product_search	v5.1.0.turn_v2	v2	""	""	latte en las rocas chico leche de coco
2026-05-06 02:29:30.651982+00	8294c4cb-1723-45cf-b885-4faf81016c55	product_search	v5.1.0.turn_v2	v2	""	""	latte frio chico
2026-05-06 02:28:33.111508+00	8294c4cb-1723-45cf-b885-4faf81016c55	product_search	v5.1.0.turn_v2	v2	""	""	americano chico caliente
2026-05-06 02:28:00.423725+00	8294c4cb-1723-45cf-b885-4faf81016c55	product_search	v5.1.0.turn_v2	v2	""	""	quiero un americano chico
2026-05-06 02:27:25.147312+00	8294c4cb-1723-45cf-b885-4faf81016c55	product_search	v5.1.0.turn_v2	v2	""	""	quiero un americano chico
2026-05-06 02:26:54.230583+00	8294c4cb-1723-45cf-b885-4faf81016c55	product_search	v5.1.0.turn_v2	v2	""	""	hola
2026-05-06 02:21:14.52956+00	762559f0-5112-4040-9166-3fdd38d177ea	order_confirm	v5.1.0.turn_v2	v2	""	confirm_order	simon
2026-05-06 02:02:02.887325+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0.turn_v2	v2	""	""	simon
2026-05-06 01:49:10.093323+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	latte regular en las rocas chico leche de coco
2026-05-06 01:36:41.140666+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0.turn_v2	v2	""	""	stupid ass nigga
2026-05-06 01:36:06.559645+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0.turn_v2	v2	""	""	what up
2026-05-06 01:31:48.81779+00	097da840-c164-472b-8211-0a47dc69e1f4	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Pumpkin Spice Latte?
2026-05-06 01:31:44.474267+00	da8bc997-ca90-42eb-b377-5ceb4aeec937	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Rosa Latte?
2026-05-06 01:31:39.951586+00	86ac03c1-a617-4a2d-a40f-8c344747fc9b	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Vainilla Latte?
2026-05-06 01:31:25.351091+00	12193e3c-ba12-4541-bf01-1e16893dcadf	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Rosa Latte?
2026-05-06 01:31:19.890214+00	9771815e-3b58-471f-be5f-f8cec410c281	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Vainilla Latte?
2026-05-06 01:31:15.057504+00	c893d152-155c-423c-b4d3-cfb716c2042d	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes La Mesa de Leonor?
2026-05-06 01:31:11.512549+00	53d14581-b624-4e79-9818-c536285bee9c	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan La Mesa de Leonor?
2026-05-06 01:31:05.967106+00	fe9b5aef-9879-446c-9099-5f3065c81cfb	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Vainilla Latte?
2026-05-06 01:31:00.916833+00	c4184454-be30-467e-b98c-58e926c066d2	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes The coco club?
2026-04-30 22:21:10.367152+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0	v1	""	""	mr cox
2026-04-28 19:39:51.682065+00	762559f0-5112-4040-9166-3fdd38d177ea	menu	v5.1.0	v1	""	add_to_cart -> search_menu	quiero una galleta de la casa de leonor de chocochip y un latte regular grande con leche de coco
2026-04-28 19:35:29.76886+00	762559f0-5112-4040-9166-3fdd38d177ea	menu	v5.1.0	v1	""	add_to_cart -> search_menu	simon quiero hacer otro pedido
2026-04-28 19:34:59.989858+00	762559f0-5112-4040-9166-3fdd38d177ea	product_search	v5.1.0	v1	""	""	que rollo
2026-04-28 02:47:49.513839+00	2e621228-2326-4e59-9a9b-cd254bd2d8a2	product_search	v5.1.0.turn_v2	v2	""	""	agregame un Café molido 350 gr chico
2026-04-28 02:47:46.857711+00	2e621228-2326-4e59-9a9b-cd254bd2d8a2	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:47:45.2393+00	2e621228-2326-4e59-9a9b-cd254bd2d8a2	product_search	v5.1.0.turn_v2	v2	""	""	ch
2026-04-28 02:47:42.590105+00	2e621228-2326-4e59-9a9b-cd254bd2d8a2	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un GALLETAS AVENA
2026-04-28 02:47:39.844005+00	0c9150b0-b8db-4ad0-8d82-90a04e314343	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un BOLSA DÁTIL 1 KG grande
2026-04-28 02:47:35.00855+00	0c9150b0-b8db-4ad0-8d82-90a04e314343	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	olvida eso mejor quiero otra cosa
2026-04-28 02:47:33.373415+00	0c9150b0-b8db-4ad0-8d82-90a04e314343	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	grande
2026-04-28 02:47:30.90397+00	0c9150b0-b8db-4ad0-8d82-90a04e314343	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un KALU GALLETAS
2026-04-28 02:47:28.890216+00	bfbb9dcb-204c-4771-a343-011b8d4bd3f7	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un DÁTIL CHOCOLATE con leche de coco
2026-04-28 02:47:26.787256+00	bfbb9dcb-204c-4771-a343-011b8d4bd3f7	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:47:25.132919+00	bfbb9dcb-204c-4771-a343-011b8d4bd3f7	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	chico
2026-04-28 02:47:23.357835+00	bfbb9dcb-204c-4771-a343-011b8d4bd3f7	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Vaso leche
2026-04-28 02:47:08.717587+00	4f7da106-c5f4-4737-a7d6-59b7f90de3eb	product_search	v5.1.0.turn_v2	v2	""	""	me das un 3 quesos en las rocas
2026-04-28 02:47:06.383121+00	4f7da106-c5f4-4737-a7d6-59b7f90de3eb	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:47:04.043495+00	4f7da106-c5f4-4737-a7d6-59b7f90de3eb	product_search	v5.1.0.turn_v2	v2	""	""	gde
2026-04-28 02:47:02.390861+00	4f7da106-c5f4-4737-a7d6-59b7f90de3eb	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matcha Rosa
2026-04-28 02:47:00.75892+00	ac2293f5-f30b-41b5-a236-75c0701a3457	product_search	v5.1.0.turn_v2	v2	""	""	ponme un Moka caliente
2026-04-28 02:46:58.758976+00	ac2293f5-f30b-41b5-a236-75c0701a3457	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:46:57.302879+00	ac2293f5-f30b-41b5-a236-75c0701a3457	product_search	v5.1.0.turn_v2	v2	""	""	ch
2026-04-28 02:46:55.792508+00	ac2293f5-f30b-41b5-a236-75c0701a3457	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Agua
2026-04-28 02:46:53.97947+00	fe887649-dce9-4174-a0f9-85483afdb25b	product_search	v5.1.0.turn_v2	v2	""	""	agregame un Moka Blanco chico
2026-04-28 02:46:52.222205+00	fe887649-dce9-4174-a0f9-85483afdb25b	product_search	v5.1.0.turn_v2	v2	""	""	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:46:50.432821+00	fe887649-dce9-4174-a0f9-85483afdb25b	product_search	v5.1.0.turn_v2	v2	""	""	grande
2026-04-28 02:46:48.780618+00	fe887649-dce9-4174-a0f9-85483afdb25b	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Lavanda
2026-04-28 02:46:46.442624+00	0ea11508-6802-490d-9372-3d8b37ce4758	product_search	v5.1.0.turn_v2	v2	""	""	quiero un BOTELLA JARABE TORANI grande
2026-04-28 02:46:44.501245+00	0ea11508-6802-490d-9372-3d8b37ce4758	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:46:40.098861+00	0ea11508-6802-490d-9372-3d8b37ce4758	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	chico
2026-04-28 02:46:38.105125+00	0ea11508-6802-490d-9372-3d8b37ce4758	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Hielo Oso Kenny
2026-04-28 02:46:34.01512+00	09da80da-8190-463c-a8de-15604edbf2a1	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Alicia santiesteban con leche de coco
2026-04-28 02:46:31.256313+00	09da80da-8190-463c-a8de-15604edbf2a1	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	olvida eso mejor quiero otra cosa
2026-04-28 02:46:29.320808+00	09da80da-8190-463c-a8de-15604edbf2a1	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	gde
2026-04-28 02:46:27.504354+00	09da80da-8190-463c-a8de-15604edbf2a1	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un GALLETAS KENNY
2026-04-28 02:46:25.771181+00	04d98db0-b896-453c-887c-08ec534d03f3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un POSTRES NUBIA en las rocas
2026-04-28 02:46:23.447628+00	04d98db0-b896-453c-887c-08ec534d03f3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:46:21.89535+00	04d98db0-b896-453c-887c-08ec534d03f3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ch
2026-04-28 02:46:19.819991+00	04d98db0-b896-453c-887c-08ec534d03f3	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Vaso leche
2026-04-28 02:46:16.772921+00	cd90664b-2760-4eca-9faf-16d3a4e290c8	product_search	v5.1.0.turn_v2	v2	""	""	ponme un La Mesa de Leonor caliente
2026-04-28 02:46:14.945795+00	cd90664b-2760-4eca-9faf-16d3a4e290c8	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:46:13.483328+00	cd90664b-2760-4eca-9faf-16d3a4e290c8	product_search	v5.1.0.turn_v2	v2	""	""	grande
2026-04-28 02:46:11.719562+00	cd90664b-2760-4eca-9faf-16d3a4e290c8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Rosa
2026-04-28 02:46:09.948273+00	685501df-3a07-4a6b-9e35-1afd7b265723	product_search	v5.1.0.turn_v2	v2	""	""	agregame un Matchata chico
2026-04-28 02:46:08.094268+00	685501df-3a07-4a6b-9e35-1afd7b265723	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:46:05.955277+00	685501df-3a07-4a6b-9e35-1afd7b265723	product_search	v5.1.0.turn_v2	v2	""	""	chico
2026-04-28 02:46:03.90897+00	685501df-3a07-4a6b-9e35-1afd7b265723	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Agua
2026-04-28 02:46:01.772862+00	5a0a9f05-8ce4-4be2-9a1d-e9e79321a75c	product_search	v5.1.0.turn_v2	v2	""	""	quiero un Capuccino grande
2026-04-28 02:45:59.083478+00	5a0a9f05-8ce4-4be2-9a1d-e9e79321a75c	product_search	v5.1.0.turn_v2	v2	""	""	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:45:56.597851+00	5a0a9f05-8ce4-4be2-9a1d-e9e79321a75c	product_search	v5.1.0.turn_v2	v2	""	""	gde
2026-04-28 02:45:54.745769+00	5a0a9f05-8ce4-4be2-9a1d-e9e79321a75c	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Matcha Lavanda
2026-04-28 02:45:52.086898+00	4514932f-a2ea-476b-9f74-68e19769fb80	product_search	v5.1.0.turn_v2	v2	""	""	dame un Termo kenny kalala con leche de coco
2026-04-28 02:45:48.795056+00	4514932f-a2ea-476b-9f74-68e19769fb80	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:45:47.140324+00	4514932f-a2ea-476b-9f74-68e19769fb80	product_search	v5.1.0.turn_v2	v2	""	""	ch
2026-04-28 02:45:45.467351+00	4514932f-a2ea-476b-9f74-68e19769fb80	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Matcha Agua
2026-04-28 02:45:43.722205+00	c051e267-2f18-444f-97b6-fcb702a05ecd	product_search	v5.1.0.turn_v2	v2	""	""	me das un Hielo Oso Kenny en las rocas
2026-04-28 02:45:41.621069+00	c051e267-2f18-444f-97b6-fcb702a05ecd	product_search	v5.1.0.turn_v2	v2	""	""	olvida eso mejor quiero otra cosa
2026-04-28 02:45:39.568202+00	c051e267-2f18-444f-97b6-fcb702a05ecd	product_search	v5.1.0.turn_v2	v2	""	""	grande
2026-04-28 02:45:37.972891+00	c051e267-2f18-444f-97b6-fcb702a05ecd	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matcha Lavanda
2026-04-28 02:45:36.207134+00	aa4fd4f3-0925-47b1-9a84-5a9a57fcf04c	product_search	v5.1.0.turn_v2	v2	""	""	ponme un Hielo Flor caliente
2026-04-28 02:45:34.250507+00	aa4fd4f3-0925-47b1-9a84-5a9a57fcf04c	product_search	v5.1.0.turn_v2	v2	""	""	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:45:32.609241+00	aa4fd4f3-0925-47b1-9a84-5a9a57fcf04c	product_search	v5.1.0.turn_v2	v2	""	""	chico
2026-04-28 02:45:30.811569+00	aa4fd4f3-0925-47b1-9a84-5a9a57fcf04c	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Latte
2026-04-28 02:45:28.283718+00	e51b0cb7-4482-446c-bf69-e74ac54da8ac	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Horchata Kafe con leche de coco
2026-04-28 02:45:26.332934+00	47bd066e-f1e5-4f56-9d69-65a8cefae25e	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Caramelo vainilla en las rocas
2026-04-28 02:45:24.457013+00	eadd3c1f-8940-420c-8466-862399099bac	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Matcha Rosa caliente
2026-04-28 02:45:21.686515+00	e19c0fcc-bda6-4937-ac62-fe577dd1fe68	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Lavanda Latte chico
2026-04-28 02:45:19.551741+00	9a1fefcd-3b33-42d2-8990-2cceb274d374	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Latte Regular grande
2026-04-28 02:45:17.703421+00	406ad57e-d3ae-44a6-a8a4-32807f90926d	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Sugar Free Latte con leche de coco
2026-04-28 02:45:14.043075+00	fce7230d-adad-43ad-9cf9-30a69f738cc6	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Espresso en las rocas
2026-04-28 02:45:11.866196+00	09e1a183-d150-4a2d-9203-b8a103423812	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un KALU GALLETAS caliente
2026-04-28 02:45:09.776194+00	0d302941-d650-457e-b7b8-fd608ef95592	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Brownie KALU chico
2026-04-28 02:45:07.209133+00	ded1ff06-91dc-4bef-b099-ac864484fa62	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Moka grande
2026-04-28 02:45:05.165546+00	c1dd9fab-f529-4fd8-a0cd-8d3c90dc9e70	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Moka Blanco con leche de coco
2026-04-28 02:45:03.033708+00	2dde52df-ab08-4e62-9b43-450e8b0a3e2c	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Salted Caramel en las rocas
2026-04-28 02:45:00.300001+00	8e14a694-bfff-4e87-8d8e-c471c7cddb3f	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Agua mineral caliente
2026-04-28 02:44:58.376999+00	6d2cc7c0-9cb0-4c2d-82a8-5103cca81aed	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matcha Rosa chico
2026-04-28 02:44:56.41081+00	c9831d04-f929-4648-bfc2-7112d2a32ab8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Agua grande
2026-04-28 02:44:54.1155+00	8341d56f-8e43-4e27-81bb-0985184e2eb1	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Mascabado Latte con leche de coco
2026-04-28 02:44:52.052068+00	563460c6-ec7f-43b4-bd00-cb7c0421db54	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Pumpkin Spice Latte en las rocas
2026-04-28 02:44:50.163231+00	13ba2ff1-a439-4de2-9389-ca1bc14d5223	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Vainilla Latte caliente
2026-04-28 02:44:47.186279+00	516c76a8-f464-442f-8908-d60ec5759acf	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Salted Caramel chico
2026-04-28 02:44:45.545562+00	54c98571-da5d-4f8a-8686-127177c879df	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Matcha Rosa grande
2026-04-28 02:44:43.290847+00	e7e6dfb1-bf2f-4f67-b2c2-d959fd450a3a	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Agua con leche de coco
2026-04-28 02:44:36.840807+00	e54d273d-31a1-49db-a45a-23f09c3562b8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Matcha Latte en las rocas
2026-04-28 02:44:35.010025+00	fa6ab0f3-7f34-4172-a852-5978d7803e5b	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Matcha Salted Caramel caliente
2026-04-28 02:44:33.1246+00	a502d081-7bb8-42af-9e81-17a54a5c24f6	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Matcha Vainilla chico
2026-04-28 02:44:30.554629+00	e4ca8861-20fe-4935-a36c-e55ebdb0dc41	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Moka Blanco grande
2026-04-28 02:44:28.401654+00	38beda7b-a38d-4445-a1fe-909175d6ced8	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	me das un Matcha Vainilla con leche de coco
2026-04-28 02:44:26.524269+00	b26a919f-1b3f-4be6-a010-2c48b3b11b87	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Vainilla Latte en las rocas
2026-04-28 02:44:24.109322+00	391eb1f5-5862-4eaa-b7b0-6f8392b56992	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un Brownie KALU caliente
2026-04-28 02:44:21.845296+00	180a591e-d42d-4841-8d88-d5892ff7938a	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un SHAKEN ESPRESSO chico
2026-04-28 02:44:19.859099+00	74736534-0b8b-4752-9977-be204bceacfd	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Espresso grande
2026-04-28 02:44:16.855656+00	b1687a2d-4a7a-4ad7-a646-04e5775b2091	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Caramelo Kafe?
2026-04-28 02:44:13.437162+00	57266a5e-6cc5-4508-9473-2afc5ca4e802	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Salted Caramel?
2026-04-28 02:44:10.912845+00	849d3a20-2ddc-4ea7-b03b-a9378930a663	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Caramelo vainilla?
2026-04-28 02:44:07.252624+00	fc8ffd01-3419-47d8-a235-e0139c0c708c	menu	v5.1.0.turn_v2	v2	""	search_menu	hay SHAKEN ESPRESSO?
2026-04-28 02:44:03.045339+00	8c8ee784-bd09-4f3a-93fa-50512f633542	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Espresso?
2026-04-28 02:43:59.553397+00	cfe0ccc2-196e-4ea8-9ce8-e6552f76648e	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Brownie KALU?
2026-04-28 02:43:56.331572+00	90c73131-9747-4756-a6fe-f812c50069e9	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Moka?
2026-04-28 02:43:53.179718+00	b39893a4-a7dd-4d6b-985f-5571e7bf9a22	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Moka Blanco?
2026-04-28 02:43:49.69212+00	5aec4a71-0602-4f2c-96e7-437b94c6b6c2	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Latte Regular?
2026-04-28 02:43:45.088775+00	0c6fa26f-1a4e-47ac-bff2-8e06c14caa64	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Matcha Rosa?
2026-04-28 02:43:42.101073+00	20f09445-c0c7-4c7d-b20a-784c3ea00dc6	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Matcha Agua?
2026-04-28 02:43:38.242187+00	154363b2-5007-4830-9a35-b9bf8708a6cc	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Matcha Lavanda?
2026-04-28 02:43:33.501412+00	01eaa30f-315a-42f4-880c-0364b5b712bd	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Vainilla Latte?
2026-04-28 02:43:30.651411+00	9837b902-eb32-4e2b-835d-4a0505b7b9ec	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Moka Blanco?
2026-04-28 02:43:28.202431+00	61a6f03f-c971-46d0-bb10-912f18b8747a	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Matcha Rosa?
2026-04-28 02:43:24.361438+00	6521a35a-e37a-4eef-a227-8f5b382e23bb	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Te Lavanda Manzanilla?
2026-04-28 02:43:21.746537+00	1a420815-9009-4616-83a6-c4a478aad7d8	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Agua?
2026-04-28 02:43:17.968713+00	3a322c03-e82c-459b-a50c-1a682d854496	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Agua mineral?
2026-04-28 02:43:10.109621+00	7d115149-9f16-4541-8fce-0860e92c62b3	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Matcha Rosa?
2026-04-28 02:43:07.065818+00	0818bfc1-8e67-4bad-8405-f8a4dbbab9ce	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Matcha Agua?
2026-04-28 02:43:03.484091+00	43c35ce2-55ba-425f-af5d-8cf640494f7f	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Matcha Lavanda?
2026-04-28 02:42:59.682177+00	5844d136-beba-4eff-a727-569e2e46cf70	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Matcha Blanco?
2026-04-28 02:42:56.246831+00	1c174e05-7f11-4403-b586-502bf0ccdc7b	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Matcha Vainilla?
2026-04-28 02:42:52.674194+00	197791d3-9b60-45d8-964a-0b93d9192fc6	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Brownie matcha?
2026-04-28 02:42:48.863081+00	79a8fa5d-3691-421b-b0e6-0073cbd46445	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Espresso?
2026-04-28 02:42:45.577031+00	d010dd7a-cc61-476d-9c4b-d0c53e8a7efb	menu	v5.1.0.turn_v2	v2	""	search_menu	venden Matcha Salted Caramel?
2026-04-28 02:42:42.166317+00	60c4b287-05ca-4c7c-88e7-b812fb35634e	menu	v5.1.0.turn_v2	v2	""	search_menu	me puedes decir si hay Caramelo vainilla?
2026-04-28 02:42:38.746511+00	486734f6-4579-47f8-856c-b93be13ad4eb	menu	v5.1.0.turn_v2	v2	""	search_menu	manejan Caramelo Kafe?
2026-04-28 02:42:35.795266+00	a09a19ed-9e41-4147-9f2a-404db7f245c7	menu	v5.1.0.turn_v2	v2	""	search_menu	hay Salted Caramel?
2026-04-28 02:42:31.543907+00	32e82800-570e-4d3f-8b9c-81a6165ed8b9	menu	v5.1.0.turn_v2	v2	""	search_menu	tienes Horchata Kafe?
2026-04-28 02:34:48.331288+00	1cbe06b7-467a-4458-ac40-3a78cceaf613	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:34:47.023751+00	1cbe06b7-467a-4458-ac40-3a78cceaf613	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	dame un Caramelo Kafe
2026-04-28 02:34:45.012873+00	5f53fbe5-1144-42e2-917e-ee925b64beff	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	olvida eso mejor quiero otra cosa
2026-04-28 02:34:43.408277+00	5f53fbe5-1144-42e2-917e-ee925b64beff	menu	v5.1.0.turn_v2	v2	""	search_menu	me das un Salted Caramel
2026-04-28 02:34:40.376434+00	58e2ddd8-54e7-41cf-bf9b-7465af8e3391	product_search	v5.1.0.turn_v2	v2	""	""	ok ya no quiero nada de lo anterior te pedire algo nuevo
2026-04-28 02:34:38.923536+00	58e2ddd8-54e7-41cf-bf9b-7465af8e3391	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	ponme un Horchata Kafe
2026-04-28 02:34:36.384333+00	717ae8ec-1ab7-4554-9b50-f8c03d40e140	product_search	v5.1.0.turn_v2	v2	""	""	ya no, mejor empezamos de nuevo
2026-04-28 02:34:34.96215+00	717ae8ec-1ab7-4554-9b50-f8c03d40e140	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	agregame un SHAKEN ESPRESSO
2026-04-28 02:34:32.893271+00	6be749c8-57be-43d2-8a46-334479f5184f	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	olvida eso mejor quiero otra cosa
2026-04-28 02:34:31.050627+00	6be749c8-57be-43d2-8a46-334479f5184f	product_search	v5.1.0.turn_v2	v2	""	add_to_cart	quiero un Espresso
